Categorisation,Subcategories,Barcode,Name,Form,Product code ,SDS,Cas_No1,"Content1
(% )",Cas_No2,"Content2
(% )",Cas_No3,"Content3
(% )",Cas_No4,"Content4
(% )",Cas_No5,"Content5
(% )",Cas_No6,"Content6
(% )",Cas_No7,"Content7
(% )",Cas_No8,"Content8
(% )",Cas_No9,"Content9
(% )",Cas_No10,"Content10
(% )",Cas_No11,"Content11
(% )",Cas_No12,"Content12
(% )"
Wipes?(168),Wipe patient dry (11),,Wipe patient dry 70% polypropylene 20% viscose 10% cotton 46gsm 320 x 270mm 100 wipes per pack ,-,VJT080 ,https://media.supplychain.nhs.uk/media/documents/VJT080/COSHH/63807_VJT080.pdf,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe multi-surface detergent (26),,Wipe multi-surface detergent 300 x 175mm 50gsm flow wrap maceratable ,Liquid/Wipes,VJT100 ,https://media.supplychain.nhs.uk/media/documents/VJT100/Marketing/66527_VJT100.pdf,111-46-6,<0.1,68515-73-1,<0.5,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe alcohol based (21),,Wipe alcohol based 70% alcohol 23gsm 130mm x 180mm 125 wipes per refill pack ,Liquid/Wipes,VJT101 ,https://media.supplychain.nhs.uk/media/documents/VJT101/COSHH/66763_VJT101.pdf,67-63-0,50 to 80,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe disinfectant moist (29),,Wipe disinfectant moist 23gsm 200mm x 200mm 200 wipes per canister ,-,VJT102 ,https://media.supplychain.nhs.uk/media/documents/VJT102/Marketing/66528_VJT102.pdf,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe sporicidal (7),,Wipe sporicidal Peracetic acid 210mm x 300mm 25 wipes per flow wrap ,Liquid/Wipes,VJT113 ,https://media.supplychain.nhs.uk/media/documents/VJT113/COSHH/66283_VJT113.pdf,15630-89-4,<50,77-92-9,<20,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe disinfectant moist (29),,Wipe disinfectant moist 200mm x 280mm 200 wipes per flow wrap ,Liquid/Wipes,VJT118 ,https://media.supplychain.nhs.uk/media/documents/VJT118/COSHH/62030_VJT118.pdf,68424-85-1,0.45,7173-51-5,0.4,27083-27-8,0.1,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe disinfectant moist (29),,Wipe disinfectant moist 34gsm 200mm x 200mm 40 Wipes per Flow Wrap ,Liquid/Wipes,VJT119 ,https://media.supplychain.nhs.uk/media/documents/VJT119/COSHH/62031_VJT119.pdf,68424-85-1,0.45,7173-51-5,0.4,27083-27-8,0.1,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe alcohol based (21),,Wipe alcohol based 70% alcohol 2% chlorhexidine gluconate individual sachet 190mm x 105mm 200 sachets per box class ii medical device ,Liquid/Wipes,VJT120 ,https://media.supplychain.nhs.uk/media/documents/VJT120/COSHH/62032_VJT120.pdf,67-63-0,68 to 75,18472-51-0,2 to 2.5,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe disinfectant moist (29),,Wipe disinfectant moist 40gsm 330mm x 220mm 50 wipes per pack ,Liquid/Wipes,VJT125 ,https://media.supplychain.nhs.uk/media/documents/VJT125/COSHH/64841_VJT125.pdf,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe multi-surface detergent (26),,Wipe multi-surface detergent 220 x 280mm 35gsm - detergent wipes case of 6 packs with 215 wipes per pack ,-,VJT129 ,https://media.supplychain.nhs.uk/media/documents/VJT129/COSHH/64332_VJT129.pdf,18472-51-0,2.6,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe Patient Wet (51),,Wipe Patient Wet Baby cannister 23gsm 185 x 133mm 6 packs of 125 wipes ,-,VJT160 ,https://media.supplychain.nhs.uk/media/documents/VJT160/Specification/66284_VJT160.pdf,57-55-6,,85507-69-3,,6132-04-3.,,77-92-9,,51981-21-6,,122-99-6,,65-85-0,,520-45-6,,1310-73-2,,7647-14-5,,,,,
Wipes?(168),Wipe universal (1),,Wipe universal 300 x 200 mm universal sanitising flow wrap 60 wipes per pack ,Liquid/Wipes,VJT162 ,https://media.supplychain.nhs.uk/media/documents/VJT162/COSHH/22544_VJT162.pdf,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe alcohol based (21),,Wipe alcohol based 70% alcohol biocide 24gsm 200mm x 200mm 200 wipes per canister 6 canisters per box ,-,VJT164 ,https://media.supplychain.nhs.uk/media/documents/VJT164/COSHH/63314_VJT164.pdf,67-63-0,>70,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe multi-surface detergent (26),,Wipe multi-surface detergent 300 x 200mm 32gsm detergent wipes (6 packs of 100) ,Liquid,VJT165 ,https://media.supplychain.nhs.uk/media/documents/VJT165/Marketing/66529_VJT165.pdf,111-46-6,<0.1,68515-73-1,<0.5,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe alcohol based (21),,Wipe alcohol based 70% alcohol 220mm x 200mm 200 wipes per refill pack ,-,VJT168 ,https://media.supplychain.nhs.uk/media/documents/VJT168/COSHH/66519_VJT168.pdf,67-63-0,60 to 80,2-51-0,<5,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe Patient Wet (51),,Wipe Patient Wet Hand sanitising wipe individually wrapped 50gsm 180 x 160mm 100 wipes per pack ,-,VJT177 ,https://media.supplychain.nhs.uk/media/documents/VJT177/COSHH/66275_VJT177.pdf,68424-85-1,<0.5,7173-51-5,<0.5,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe Patient Wet (51),,Wipe Patient Wet Flow wrap 40gsm 300 x 200mm 75 wipes per pack ,Liquid/Wipes,VJT182 ,https://media.supplychain.nhs.uk/media/documents/VJT182/Specification/66285_VJT182.pdf,57-55-6,<1,85507-69-3,<0.1,6132-04-3.,<0.1,77-92-9,<0.1,51981-21-6,<0.1,122-99-6,<1,65-85-0,<1,520-45-6,<1,1310-73-2,<0.1,532-32-1,<1,,,,
Wipes?(168),Wipe disinfectant moist (29),,Wipe disinfectant moist 260mm x 260mm 225 wipes per bucket ,Liquid/Wipes,VJT190 ,https://media.supplychain.nhs.uk/media/documents/VJT190/COSHH/32043_VJT190.pdf,8001-54-5 ,<1,57-55-6,1 to 5,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe disinfectant moist (29),,Wipe disinfectant moist 24 gsm 260mm x 260mm 225 Wipes per Refill Pack ,Liquid/Wipes,VJT192 ,https://media.supplychain.nhs.uk/media/documents/VJT192/COSHH/32044_VJT192.pdf,8001-54-5 ,<1,57-55-6,1 to 5,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe disinfectant moist (29),,Wipe disinfectant moist 24gsm 250mm x 200mm 100 Wipes per Canister ,Liquid/Wipes,VJT223 ,https://media.supplychain.nhs.uk/media/documents/VJT223/COSHH/31358_VJT223.pdf,8001-54-5 ,<1,57-55-6,1 to 5,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe disinfectant moist (29),,Wipe disinfectant moist 24 gsm 250 x 200mm 100 Wipes per Refill Pack ,-,VJT224 ,https://media.supplychain.nhs.uk/media/documents/VJT224/COSHH/31359_VJT224.pdf,8001-54-5 ,<1,57-55-6,1 to 5,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe sporicidal (7),,Wipe sporicidal Chlorine 5000ppm 200mm x 200mm 50 wipes per canister ,Liquid/Wipes,VJT228 ,https://media.supplychain.nhs.uk/media/documents/VJT228/COSHH/70894_VJT228.pdf,7681-52-9,5 to 10,10101-89-0,1 to 5,1310-73-2,<1,7664-38-2,<0.1,,,,,,,,,,,,,,,,
Wipes?(168),Wipe multi-surface detergent (26),,Wipe multi-surface detergent 20gsm 220 x 260mm case of 6 packs with 300 wipes per flow wrap ,-,VJT233 ,https://media.supplychain.nhs.uk/media/documents/VJT233/COSHH/32045_VJT233.pdf,57-55-6,1 to 5,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe multi-surface detergent (26),,Wipe multi-surface detergent 18gsm 225mm x 300mm 225 wipes per bucket ,-,VJT238 ,https://media.supplychain.nhs.uk/media/documents/VJT238/Marketing/66531_VJT238.pdf,111-46-6,<0.1,68515-73-1,<0.5,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe patient dry (11),,Wipe patient dry 70% Polypropylene 20% Viscose 10% Cotton 40gsm 340 x 320mm ,-,VJT242 ,,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe Patient Wet (51),,Wipe Patient Wet Flow wrap 40gsm 200 x 200mm 40 wipes per pack ,Liquid/Wipes,VJT246 ,https://media.supplychain.nhs.uk/media/documents/VJT246/COSHH/32646_VJT246.pdf,63449-41-2,<1,57-55-6,1 to 5,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe disinfectant moist (29),,Wipe disinfectant moist 34gsm 200mm x 200mm 50 Wipes per Flow Wrap ,-,VJT253 ,https://media.supplychain.nhs.uk/media/documents/VJT253/COSHH/32727_VJT253.pdf,8001-54-5 ,<1,57-55-6,1 to 5,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe multi-surface detergent (26),,Wipe multi-surface detergent 18gsm 190 x 300mm case of 6 bags with 300 wipes per bag ,-,VJT261 ,https://media.supplychain.nhs.uk/media/documents/VJT261/Marketing/66533_VJT261.pdf,111-46-6,<0.1,68515-73-1,<0.5,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe sporicidal (7),,Wipe sporicidal Chlorine 5000+ppm 230mm x 170mm 70 wipes per canister ,-,VJT263 ,https://media.supplychain.nhs.uk/media/documents/VJT263/COSHH/35652_VJT263.pdf,7681-52-9,<1,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe sporicidal (7),,Wipe sporicidal Peracetic acid spill wipes absorbent pad 400mm x 400mm 2 wipes per pack ,-,VJT268 ,https://media.supplychain.nhs.uk/media/documents/VJT268/COSHH/69589_VJT268.pdf,15630-89-4,<50,77-92-9,<20,68424-85-1,<0.5,7173-51-5,<0.5,27083-27-8,<0.1,,,,,,,,,,,,,,
Wipes?(168),Wipe sporicidal (7),,Wipe sporicidal Chlorine 5000+ppm 52gsm 200mm x 200mm 50 wipes per flow wrap ,Liquid/Wipes,VJT315 ,https://media.supplychain.nhs.uk/media/documents/VJT315/COSHH/46636_VJT315.pdf,7681-52-9,<1,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe disinfectant moist (29),,Wipe disinfectant moist 25gsm 300 x 245mm 225 wipes per bucket ,Liquid/Wipes,VJT321 ,https://media.supplychain.nhs.uk/media/documents/VJT321/Marketing/66535_VJT321.pdf,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe disinfectant moist (29),,Wipe disinfectant moist 25gsm 200mm x 200mm 200 wipes per canister ,Liquid/Wipes,VJT396 ,https://media.supplychain.nhs.uk/media/documents/VJT396/COSHH/64846_VJT396.pdf,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe disinfectant moist (29),,Wipe disinfectant moist 25gsm 200mm x 200mm 200 wipes per canister ,Liquid,VJT396 ,https://media.supplychain.nhs.uk/media/documents/VJT396/COSHH/64846_VJT396.pdf,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe alcohol based (21),,Wipe alcohol based Hand sanitising wipe individually wrapped 185mm x 125mm 100 wipes per pack ,-,VJT407 ,https://media.supplychain.nhs.uk/media/documents/VJT407/COSHH/54522_VJT407.pdf,64-17-5,50 to 75,67-63-0,1 to 5,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe Patient Wet (51),,Wipe Patient Wet Hand and face flow wrap 50gsm 180 x 135mm 24 wipes per pack maceratable ,Liquid/Wipes,VJT414 ,,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe alcohol based (21),,Wipe alcohol based 70% alcohol 25gsm 180mm x 180mm 100 wipes per flow wrap class ii medical device ,-,VJT421 ,https://media.supplychain.nhs.uk/media/documents/VJT421/COSHH/66288_VJT421.pdf,67-63-0,70,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe Patient Wet (51),,Wipe Patient Wet Hand and face flow wrap 50gsm 110 x 180mm 10 wipes per pack flushable ,-,VJT423 ,,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe Patient Wet (51),,Wipe Patient Wet Hand and face flow wrap 50gsm270 x 160mm 60 wipes per pack maceratable ,-,VJT447 ,,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe alcohol based (21),,Wipe alcohol based 70% alcohol class II medical device 25gsm 180mm x 180mm 150 wipes per flow wrap ,Wipe,VJT448 ,,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe disinfectant moist (29),,Wipe disinfectant moist 200 x 200mm cleaning and disinfectant wipes with tritex (25 wipes flow wrap x 24 pks) ,-,VJT469 ,https://media.supplychain.nhs.uk/media/documents/VJT469/COSHH/64666_VJT469.pdf,141-43-5 ,<1,7173-51-5,<1,2372-82-9,<1,127036-24-2 ,<1,,,,,,,,,,,,,,,,
Wipes?(168),Wipe patient dry (11),,Wipe patient dry 70% polypropylene 20% viscose 10% cotton 46gsm 290 x 290mm 100 wipes per pack ,-,VJT478 ,,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe patient dry (11),,Wipe patient dry 100% polypropylene 33gsm 257 x 270mm 100 wipes per pack ,-,VJT479 ,,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe patient dry (11),,Wipe patient dry 80% polypropylene 20% cotton 48gsm 280 x 200mm 100 wipes per pack ,-,VJT480 ,,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe patient dry (11),,Wipe patient dry 100% airlaid maceratable 60gsm 285 x 238mm 75 wipes per pack ,-,VJT481 ,,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe patient dry (11),,Wipe patient dry 100% polypropylene 32gsm 280 x 200mm 100 wipes per pack ,-,VJT482 ,,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe multi-surface detergent (26),,Wipe multi-surface detergent 280 x 260mm 260 wipes per refill ,-,VJT483 ,,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe multi-surface detergent (26),,Wipe multi-surface detergent 200 x 200 mm - 60 wipes per flow wrap ,-,VJT488 ,,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe multi-surface detergent (26),,Wipe multi-surface detergent 250 x 200mm 110 wipes per canister ,-,VJT489 ,,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe multi-surface detergent (26),,Wipe multi-surface detergent 250 x 200mm 110 wipes per refill pack ,-,VJT490 ,,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe multi-surface detergent (26),,Wipe multi-surface detergent 280 x 260mm bucket dispenser - 260 wipes per bucket ,-,VJT491 ,,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe patient dry (11),,Wipe patient dry 100% polypropylene 33gsm 320 x 220mm 100 wipes per pack ,Liquid/Wipes,VJT497 ,,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe alcohol based (21),,Wipe alcohol based 70% alcohol 23gsm 200mm x 160mm 200 wipes per canister class ii medical device ,Liquid/Wipes,VJT512 ,https://media.supplychain.nhs.uk/media/documents/VJT512/COSHH/59976_VJT512.pdf,67-63-0,>70,532-32-1,<1,52-52-7,<0.1,7732-18-5,<30,,,,,,,,,,,,,,,,
Wipes?(168),Wipe disinfectant moist (29),,Wipe disinfectant moist 25gsm 267mm x 270mm 225 Wipes per Bucket ,-,VJT513 ,https://media.supplychain.nhs.uk/media/documents/VJT513/COSHH/64325_VJT513.pdf,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe disinfectant moist (29),,Wipe disinfectant moist 23gsm 200mm x 200mm 200 wipes per canister ,Liquid/Wipes,VJT514 ,,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe alcohol based (21),,Wipe alcohol based 70% alcohol 2% chlorhexidine gluconate individual sachet 25gsm 160mm x 128mm box of 100 class ii medical device ,-,VJT516 ,https://media.supplychain.nhs.uk/media/documents/VJT516/COSHH/66522_VJT516.pdf,67-63-0,60 to 80,2-51-0,<5,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe disinfectant moist (29),,Wipe disinfectant moist 34gsm 200mm x 200mm 50 Wipes per Flow Wrap ,Liquid/Wipes,VJT518 ,,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe disinfectant moist (29),,Wipe disinfectant moist 35gsm 280mm x 200mm 100 Wipes per Flow Wrap ,-,VJT521 ,https://media.supplychain.nhs.uk/media/documents/VJT521/Marketing/66536_VJT521.pdf,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe multi-surface detergent (26),,Wipe multi-surface detergent 267mm x 270mm bucket of 225 wipes ,-,VJT522 ,https://media.supplychain.nhs.uk/media/documents/VJT522/Marketing/66537_VJT522.pdf,111-46-6,<0.1,68515-73-1,<0.5,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe multi-surface detergent (26),,Wipe multi-surface detergent 267mm x 270mm bucket refill pack of 225 ,-,VJT524 ,https://media.supplychain.nhs.uk/media/documents/VJT524/Marketing/66539_VJT524.pdf,111-46-6,<0.1,68515-73-1,<0.5,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe multi-surface detergent (26),,Wipe multi-surface detergent 267mm x 270mm 225 wipes per dispensing bag ,-,VJT525 ,https://media.supplychain.nhs.uk/media/documents/VJT525/Marketing/66540_VJT525.pdf,111-46-6,<0.1,68515-73-1,<0.5,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe Patient Wet (51),,Wipe Patient Wet Hand and face flow wrap 50gsm 200 x 125mm 100 wipes per pack maceratable ,-,VJT527 ,,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe Patient Wet (51),,Wipe Patient Wet Hand and face bucket 50gsm 195 x 125mm 225 wipes per bucket ,-,VJT537 ,https://media.supplychain.nhs.uk/media/documents/VJT537/COSHH/63859_VJT537.pdf,64-17-5,2.5 to 10,57-55-6 ,0 to 2.5,85409-22-9,0 to 2.5,18472-51-0 ,0 to 2.5,,,,,,,,,,,,,,,,
Wipes?(168),Wipe Patient Wet (51),,Wipe Patient Wet Hand and face flow wrap 45gsm 200 x 140mm 30 wipes per pack ,-,VJT538 ,https://media.supplychain.nhs.uk/media/documents/VJT538/COSHH/63860_VJT538.pdf,57-55-6,2.5 to 10,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe Patient Wet (51),,Wipe Patient Wet Hand and face canister 23gsm 215 x 185mm 200 wipes per pack ,-,VJT539 ,https://media.supplychain.nhs.uk/media/documents/VJT539/COSHH/63861_VJT539.pdf,57-55-6,2.5 to 10,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe Patient Wet (51),,Wipe Patient Wet Hand and face flow wrap 28gsm 200 x 200mm 100 wipes per pack ,-,VJT540 ,https://media.supplychain.nhs.uk/media/documents/VJT540/COSHH/63862_VJT540.pdf,57-55-6,2.5 to 10,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe Patient Wet (51),,Wipe Patient Wet Hand and face cannister 22gsm 220 x 200mm 200 wipes per pack ,-,VJT541 ,https://media.supplychain.nhs.uk/media/documents/VJT541/COSHH/63863_VJT541.pdf,64-17-5,2.5 to 10,57-55-6 ,0 to 2.5,85409-22-9,0 to 2.5,18472-51-0 ,0 to 2.5,,,,,,,,,,,,,,,,
Wipes?(168),Wipe Patient Wet (51),,Wipe Patient Wet Hand and face flow wrap 35gsm 200 x 200mm 40 wipes per pack ,Liquid/Wipes,VJT542 ,https://media.supplychain.nhs.uk/media/documents/VJT542/COSHH/63864_VJT542.pdf,64-17-5,2.5 to 10,57-55-6 ,0 to 2.5,85409-22-9,0 to 2.5,18472-51-0 ,0 to 2.5,,,,,,,,,,,,,,,,
Wipes?(168),Wipe alcohol based (21),,Wipe alcohol based 70% alcohol 2% clorhexidine individual sachet 28gsm 150mm x 162mm 200 sachets per box class ii medical device ,-,VJT560 ,https://media.supplychain.nhs.uk/media/documents/VJT560/COSHH/66523_VJT560.pdf,67-63-0,60 to 80,2-51-0,<5,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe Patient Wet (51),,Wipe Patient Wet Baby 50gsm 190 x 160mm 64 wipes per pack ,-,VJT564 ,,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe Patient Wet (51),,Wipe Patient Wet Continence 100gsm 200 x 300mm 25 wipes per pack 3% dimethicone ,-,VJT565 ,,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe Patient Wet (51),,Wipe Patient Wet Continence 100gsm 200 x 300mm 10 wipes per pack 3% dimethicone ,Liquid/Wipes,VJT566 ,,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe disinfectant moist (29),,Wipe disinfectant moist 20 gsm 195 mm x 165 mm 240 wipes per canister ,Liquid/Wipes,VJT571 ,https://media.supplychain.nhs.uk/media/documents/VJT571/COSHH/69570_VJT571.pdf,141-43-5 ,<1,7173-51-5,<1,2372-82-9,<1,127036-24-2 ,<1,,,,,,,,,,,,,,,,
Wipes?(168),Wipe disinfectant moist (29),,Wipe disinfectant moist 30gsm 250 mm x 200 mm 200 wipes per flow wrap ,,VJT572 ,https://media.supplychain.nhs.uk/media/documents/VJT572/COSHH/69571_VJT572.pdf,141-43-5 ,<1,7173-51-5,<1,2372-82-9,<1,127036-24-2 ,<1,,,,,,,,,,,,,,,,
Wipes?(168),Wipe sporicidal (7),,Wipe sporicidal Chlorine 1000ppm 50gsm 200mm x 200 mm 50 wipes per flow wrap ,Liquid/Wipes,VJT574 ,https://media.supplychain.nhs.uk/media/documents/VJT574/COSHH/69581_VJT574.pdf,7681-52-9,<0.6,1310-73-2,<0.02,7647-14-5,<4,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe alcohol based (21),,Wipe alcohol based 70% alcohol sterile individual sachet 18gsm 200mm x 125mm 100 wipes per box class ii medical device ,Liquid/Wipes,VJT575 ,https://media.supplychain.nhs.uk/media/documents/VJT575/COSHH/69573_VJT575.pdf,67-63-0,70,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe alcohol based (21),,Wipe alcohol based 70% alcohol 20gsm 195mm x 155mm 240 wipes per canister class ii medical device ,Liquid/Wipes,VJT576 ,https://media.supplychain.nhs.uk/media/documents/VJT576/COSHH/69574_VJT576.pdf,67-63-0,70,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe disinfectant moist (29),,Wipe disinfectant moist 20gsm 250mm x 225mm 350 wipes per bucket refill pack ,,VJT577 ,https://media.supplychain.nhs.uk/media/documents/VJT577/COSHH/69575_VJT577.pdf,141-43-5 ,<1,7173-51-5,<1,2372-82-9,<1,127036-24-2 ,<1,,,,,,,,,,,,,,,,
Wipes?(168),Wipe multi-surface detergent (26),,Wipe multi-surface detergent 30gsm 250mm x 200mm 100 wipes per flow wrap ,Liquid/Wipes,VJT578 ,,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe alcohol based (21),,Wipe alcohol based 70% alcohol gsm 130mm x 150mm 150 wipes per canister class ii medical device ,Liquid/Wipes,VJT579 ,https://media.supplychain.nhs.uk/media/documents/VJT579/COSHH/69576_VJT579.pdf,67-63-0,70,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe disinfectant moist (29),,Wipe disinfectant moist 20gsm 195 mm x 165 mm 240 wipes per canister refill bag ,Liquid/Wipes,VJT581 ,https://media.supplychain.nhs.uk/media/documents/VJT581/COSHH/69578_VJT581.pdf,141-43-5 ,<1,7173-51-5,<1,2372-82-9,<1,127036-24-2 ,<1,,,,,,,,,,,,,,,,
Wipes?(168),Wipe disinfectant moist (29),,Wipe disinfectant moist 30gsm 200mm x 175mm 50 wipes per flow wrap ,-,VJT582 ,https://media.supplychain.nhs.uk/media/documents/VJT582/COSHH/69579_VJT582.pdf,141-43-5 ,<1,7173-51-5,<1,2372-82-9,<1,127036-24-2 ,<1,,,,,,,,,,,,,,,,
Wipes?(168),Wipe multi-surface detergent (26),,Wipe multi-surface detergent 20gsm 250mm x 225mm 350 wipes per bucket ,-,VJT583 ,,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe multi-surface detergent (26),,Wipe multi-surface detergent 20gsm 250mm x 225mm 350 wipes per bucket refill bag ,Liquid/Wipes,VJT584 ,,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe disinfectant moist (29),,Wipe disinfectant moist 20gsm 250mm x 225mm 350 wipes per bucket ,Liquid/Wipes,VJT587 ,https://media.supplychain.nhs.uk/media/documents/VJT587/COSHH/69580_VJT587.pdf,141-43-5 ,<1,7173-51-5,<1,2372-82-9,<1,127036-24-2 ,<1,,,,,,,,,,,,,,,,
Wipes?(168),Wipe multi-surface detergent (26),,Wipe multi-surface detergent 18gsm 200mm x 250mm 200 wipes per canister ,Liquid/Wipes,VJT590 ,https://media.supplychain.nhs.uk/media/documents/VJT590/Specification/69627_VJT590%20MSDS.pdf,Unknown,1,6440-58-0,<0.02,55406-53-6,<0.02,60-00-4,<1,1968-04-02,<1,,,,,,,,,,,,,,
Wipes?(168),Wipe alcohol based (21),,Wipe alcohol based 70% alcohol 23gsm 130mm x 180mm 100 wipes per canister class ii medical device ,Liquid/Wipes,VJT591 ,https://media.supplychain.nhs.uk/media/documents/VJT591/COSHH/72683_VJT591.pdf,67-63-0,70,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe disinfectant moist (29),,Wipe disinfectant moist 35gsm 280mm x 200mm 200 wipes per flow wrap ,-,VJT592 ,https://media.supplychain.nhs.uk/media/documents/VJT592/COSHH/71935_VJT592%20M.S.D.S.pdf,7173-51-5,<0.5,141-43-5,<0.6,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe alcohol based (21),,Wipe alcohol based 70% alcohol quanternary 23gsm 133mm x 185mm 125 wies per canister class ii medical device ,Liquid/Wipes,VJT594 ,,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe alcohol based (21),,Wipe alcohol based Screen cleansing 70% alcohol 40 gsm 200mm x 178mm 100 wipes per canister ,Liquid/Wipes,VJT595 ,https://media.supplychain.nhs.uk/media/documents/VJT595/COSHH/69592_VJT595.pdf,67-63-0,50 to 80,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe disinfectant moist (29),,Wipe disinfectant moist 18gsm 225mm x 220mm 240 wipes per flow wrap ,-,VJT596 ,https://media.supplychain.nhs.uk/media/documents/VJT596/COSHH/70410_VJT596%20M.S.D.S.pdf,68424-85-1 ,<0.5,7173-51-5,<0.5,27083-27-8,<0.1,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe disinfectant moist (29),,Wipe disinfectant moist 50gsm 215 mm x 215 mm 160 wipes per flow wrap maceratable ,Liquid/Wipes,VJT597 ,,,,,,,,,,,,,,,,,,,,,,,,,
Wipes?(168),Wipe multi-surface detergent (26),,Wipe multi-surface detergent 18gsm 225mm x 220mm 240 per flow wrap ,-,VJT598 ,https://media.supplychain.nhs.uk/media/documents/VJT598/COSHH/70411_VJT598%20M.S.D.S.pdf,68515-73-1,0.2 to 0.5,110615-47-9,0.1 to 0.3,112-34-5,0.1 to 0.2,,,,,,,,,,,,,,,,,,
